date,mktrf,smb,hml
2012/5/24,0.0016,0,0.0016
2012/5/25,-0.0016,0.0024,-0.0014
2012/5/29,0.0114,0.0017,0
2012/5/30,-0.0147,-0.0026,-0.0032
2012/5/31,-0.0023,0.0013,0.0052
2012/6/1,-0.026,-0.0051,0.0005
2012/6/4,-0.0005,0.0011,-0.0058
2012/6/5,0.0068,0.0025,0.0015
2012/6/6,0.0232,0.0005,0.003
2012/6/7,-0.001,-0.0047,0.0022
2012/6/8,0.0085,0.0021,0.0002
2012/6/11,-0.0141,-0.0085,-0.0008
2012/6/12,0.0116,0.0011,0.0012
2012/6/13,-0.0077,-0.0051,0.0028
2012/6/14,0.0104,0.002,0.0033
2012/6/15,0.0107,0.0008,0
2012/6/18,0.0021,0.0013,-0.0084
2012/6/19,0.0109,0.0066,0.0028
2012/6/20,-0.0014,-0.0011,0.0018
2012/6/21,-0.0226,-0.0007,0.0003
2012/6/22,0.0079,0.0064,0.0017
2012/6/25,-0.0163,0.0012,-0.0028
2012/6/26,0.0052,-0.0013,-0.0001
2012/6/27,0.0092,0.0038,0.0048
2012/6/28,-0.0024,0.0018,0.0034
2012/6/29,0.0255,0.0036,-0.006
2012/7/2,0.0033,0.0073,-0.0001
2012/7/3,0.0076,0.0069,0.0009
2012/7/5,-0.0036,0.0058,-0.0084
2012/7/6,-0.0099,-0.004,0.0035
2012/7/9,-0.0023,-0.0025,-0.0022
2012/7/10,-0.0084,-0.0037,0.0032
2012/7/11,-0.0009,-0.004,0.0075
2012/7/12,-0.005,0.0023,-0.0069
2012/7/13,0.0162,-0.0037,0.0057
2012/7/16,-0.0031,-0.0041,-0.0023
2012/7/17,0.0067,-0.0055,0.0026
2012/7/18,0.0071,0.0028,-0.008
2012/7/19,0.0027,-0.0037,-0.0095
2012/7/20,-0.0106,-0.0034,0.0009
2012/7/23,-0.0102,-0.0067,0.0019
2012/7/24,-0.0099,-0.0056,0.003
2012/7/25,-0.0001,0.0025,-0.0002
2012/7/26,0.0153,-0.0084,0.0036
2012/7/27,0.0196,0.0057,0.0012
2012/7/30,-0.0013,-0.0039,0.0021
2012/7/31,-0.0047,0,0.0013
2012/8/1,-0.005,-0.0161,0.0033
2012/8/2,-0.0069,0.0026,-0.0037
2012/8/3,0.0199,0.0055,0.005
2012/8/6,0.0034,0.0056,0.0002
2012/8/7,0.0064,0.0034,0.0007
2012/8/8,0.0009,-0.0026,0.0058
2012/8/9,0.0012,0.0037,0.0005
2012/8/10,0.0017,-0.0033,-0.0004
2012/8/13,-0.0014,-0.0014,0.0001
2012/8/14,-0.0003,-0.0042,-0.0005
2012/8/15,0.0027,0.0073,-0.0005
2012/8/16,0.0075,0.0046,-0.0014
2012/8/17,0.0027,0.006,0.001
2012/8/20,-0.0006,-0.0046,0.006
2012/8/21,-0.0031,0.001,0.0042
2012/8/22,0,-0.0044,-0.0036
2012/8/23,-0.0078,0.0002,-0.004
2012/8/24,0.0061,-0.0027,-0.0005
2012/8/27,-0.0006,0.0012,-0.0011
2012/8/28,0.0001,0.0061,-0.0011
2012/8/29,0.0015,0.0026,0.0012
2012/8/30,-0.008,-0.0044,-0.0004
2012/8/31,0.0052,-0.0007,-0.0001
2012/9/4,0.0008,0.0098,-0.0019
2012/9/5,-0.0005,-0.0008,0.0035
2012/9/6,0.0207,-0.0011,0.003
2012/9/7,0.0045,-0.0001,0.0074
2012/9/10,-0.0057,0.0031,-0.0006
2012/9/11,0.0028,0.0002,0.0053
2012/9/12,0.0027,0.0013,0.0028
2012/9/13,0.0156,-0.004,0.0056
2012/9/14,0.0054,0.0055,0.0045
2012/9/17,-0.0042,-0.0017,-0.0073
2012/9/18,-0.0015,0,-0.0022
2012/9/19,0.0018,-0.0015,0.0003
2012/9/20,-0.0013,-0.0043,-0.0012
2012/9/21,0.0004,0.0049,0
2012/9/24,-0.0026,-0.0022,0.0034
2012/9/25,-0.0111,-0.0034,-0.0036
2012/9/26,-0.0057,-0.0002,0.0004
2012/9/27,0.0099,0.0024,-0.0015
2012/9/28,-0.0046,-0.0031,-0.0024
2012/10/1,0.0026,0.0007,0.0023
2012/10/2,0.001,-0.0014,0.0024
2012/10/3,0.0036,-0.0064,-0.0002
2012/10/4,0.0076,-0.0018,0.0072
2012/10/5,-0.0003,-0.0018,0.0022
2012/10/8,-0.0036,-0.0023,0.002
2012/10/9,-0.0105,-0.003,0.0033
2012/10/10,-0.0058,0.004,0.0028
2012/10/11,0.0011,0.0032,0.0067
2012/10/12,-0.0034,-0.0031,-0.0088
2012/10/15,0.0079,-0.0015,0.0014
2012/10/16,0.01,-0.0022,-0.0023
2012/10/17,0.0049,0.0015,0.0106
2012/10/18,-0.0031,-0.0061,0.0027
2012/10/19,-0.0168,-0.004,0.0045
2012/10/22,0.0001,-0.0004,0.0018
2012/10/23,-0.0129,0.0099,-0.0049
2012/10/24,-0.0028,-0.0014,0.0038
2012/10/25,0.0027,0.0015,-0.0001
2012/10/26,-0.0007,-0.0011,-0.0044
2012/10/31,0.0014,0.0052,0.0035
2012/11/1,0.0119,0.0015,0.0018
2012/11/2,-0.0104,-0.0056,0.0026
2012/11/5,0.0028,0.0043,-0.0022
2012/11/6,0.008,-0.0004,0.0056
2012/11/7,-0.0231,-0.0006,-0.0135
2012/11/8,-0.0124,-0.0028,0.0042
2012/11/9,0.0015,0.0002,-0.0012
2012/11/12,0,-0.0017,0.0003
2012/11/13,-0.004,-0.0019,-0.0029
2012/11/14,-0.014,-0.0036,-0.0024
2012/11/15,-0.0024,-0.0043,0.0022
2012/11/16,0.0058,0.0006,0.0008
2012/11/19,0.0198,0.0028,-0.0007
2012/11/20,0.0011,-0.0006,0.0019
2012/11/21,0.0031,0.0039,-0.0013
2012/11/23,0.0128,-0.0016,0.0009
2012/11/26,-0.0014,0.0053,-0.0017
2012/11/27,-0.0043,0.0044,-0.0021
2012/11/28,0.0083,0.0002,-0.003
2012/11/29,0.0054,0.0068,-0.0001
2012/11/30,0.0002,-0.0015,0.0027
2012/12/3,-0.0046,0.0029,0.0021
2012/12/4,-0.0016,0.0034,-0.0002
2012/12/5,0.0017,-0.0066,0.0093
2012/12/6,0.0031,-0.0018,-0.0014
2012/12/7,0.0027,-0.0042,0.003
2012/12/10,0.0011,0.0045,0
2012/12/11,0.0068,0.0046,-0.0006
2012/12/12,-0.0002,-0.0071,0.0053
2012/12/13,-0.0058,0.0004,0.0004
2012/12/14,-0.0034,0.003,0.0027
2012/12/17,0.0116,-0.0007,0.0058
2012/12/18,0.012,0.0032,0.0009
2012/12/19,-0.006,0.0059,0.0024
2012/12/20,0.0053,-0.0024,0.0077
2012/12/21,-0.0088,0.0043,-0.0032
2012/12/24,-0.0024,-0.0019,-0.0003
2012/12/26,-0.0054,-0.0017,0.0033
2012/12/27,-0.0011,0,-0.0014
2012/12/28,-0.01,0.0045,0.0001
2012/12/31,0.0171,0.0042,-0.0009
2013/1/2,0.0262,0.0014,0.004
2013/1/3,-0.0014,0.0012,0.0005
2013/1/4,0.0055,0.0011,0.0039
2013/1/7,-0.0031,-0.0009,-0.0036
2013/1/8,-0.0027,0.0004,-0.0001
2013/1/9,0.0034,0.0028,-0.0039
2013/1/10,0.0066,-0.0065,0.0047
2013/1/11,0.0002,0.0008,-0.0044
2013/1/14,-0.0006,0.0002,-0.0007
2013/1/15,0.0019,0.0025,0.0002
2013/1/16,-0.0004,-0.0024,0.0022
2013/1/17,0.0061,0.0042,-0.001
2013/1/18,0.0029,0.0002,-0.001
2013/1/22,0.0048,0.0015,0.0047
2013/1/23,0.001,-0.003,-0.0012
2013/1/24,0.0009,0.0026,0.0006
2013/1/25,0.0059,-0.0005,-0.0029
2013/1/28,-0.0014,0.0039,0.0011
2013/1/29,0.0036,-0.0044,0.0033
2013/1/30,-0.0038,-0.0088,0.0011
2013/1/31,-0.0008,0.007,0.0019
2013/2/1,0.0099,0.0006,0.0025
2013/2/4,-0.0119,-0.0013,-0.0015
2013/2/5,0.0107,-0.0008,0.0014
2013/2/6,0.0015,0.0029,0.0015
2013/2/7,-0.0015,-0.0006,0.0003
2013/2/8,0.0058,0.0001,-0.0019
2013/2/11,-0.0008,-0.0003,0.0037
2013/2/12,0.0016,0.002,0.0071
2013/2/13,0.0014,0.001,0.0003
2013/2/14,0.0011,0.0033,0.0016
2013/2/15,-0.0011,0.0003,-0.0008
2013/2/19,0.0074,0.0023,0.0017
2013/2/20,-0.0136,-0.0055,-0.006
2013/2/21,-0.0066,-0.003,-0.0006
2013/2/22,0.0094,0.0017,-0.0008
2013/2/25,-0.0182,-0.002,-0.0075
2013/2/26,0.0058,-0.0019,0.0005
2013/2/27,0.0129,-0.0038,0.0017
2013/2/28,-0.0005,0.0011,-0.0015
2013/3/1,0.0022,0.0014,-0.0029
2013/3/4,0.0047,-0.0039,0.0009
2013/3/5,0.0101,0.002,-0.0015
2013/3/6,0.0018,0.0007,0.0049
2013/3/7,0.0027,0.0018,0.0043
2013/3/8,0.0052,0.0038,-0.0017
2013/3/11,0.003,-0.0035,0.0025
2013/3/12,-0.0022,0.0006,-0.0016
2013/3/13,0.002,0.0017,0.0009
2013/3/14,0.0058,0.0037,0.0041
2013/3/15,-0.0019,0.0002,0.0039
2013/3/18,-0.005,0.0012,-0.0027
2013/3/19,-0.0024,-0.0002,-0.0001
2013/3/20,0.0076,0.0026,0.0001
2013/3/21,-0.0085,0.0016,-0.0028
2013/3/22,0.0062,-0.0045,-0.0028
2013/3/25,-0.0029,0.0028,0.0003
2013/3/26,0.0076,-0.0038,-0.0022
2013/3/27,-0.0002,0.0015,-0.0027
2013/3/28,0.0039,-0.0028,-0.0028
2013/4/1,-0.0057,-0.0093,0.0001
2013/4/2,0.0033,-0.009,-0.0028
2013/4/3,-0.0116,-0.0044,-0.0012
2013/4/4,0.0042,0.0019,0.0026
2013/4/5,-0.0041,0.0006,0.0032
2013/4/8,0.007,0.0014,0.0025
2013/4/9,0.0031,-0.0041,0.0019
2013/4/10,0.0128,0.0064,-0.001
2013/4/11,0.0035,-0.0021,-0.0013
2013/4/12,-0.0028,-0.0012,-0.0049
2013/4/15,-0.0248,-0.0147,-0.0028
2013/4/16,0.0147,0.0018,0.0007
2013/4/17,-0.0146,-0.0029,-0.0049
2013/4/18,-0.0071,0.0017,-0.0002
2013/4/19,0.0097,0.0006,0.0011
2013/4/22,0.0045,-0.0017,-0.0014
2013/4/23,0.0111,0.0047,0.0061
2013/4/24,0.0006,0.0036,0.0118
2013/4/25,0.0049,0.0022,-0.0007
2013/4/26,-0.002,-0.0035,-0.0022
2013/4/29,0.0067,0.0012,-0.0008
2013/4/30,0.0029,0.0036,-0.0001
2013/5/1,-0.0108,-0.0143,-0.002
2013/5/2,0.0104,0.006,0.001
2013/5/3,0.0112,0.0063,0.0018
2013/5/6,0.0023,0.0024,0.0081
2013/5/7,0.0054,0.0011,0.0012
2013/5/8,0.0044,-0.0023,0.0016
2013/5/9,-0.0031,0.0011,-0.0027
2013/5/10,0.0054,0.0043,-0.0019
2013/5/13,-0.0002,-0.0024,-0.0005
2013/5/14,0.011,0.0013,0.0028
2013/5/15,0.0051,-0.0012,0.0023
2013/5/16,-0.005,0.0015,-0.0028
2013/5/17,0.0104,-0.0001,0.0033
2013/5/20,-0.0006,0.0036,0.0048
2013/5/21,0.0016,-0.0011,-0.0007
2013/5/22,-0.0092,-0.0072,-0.0017
2013/5/23,-0.0019,0.0047,-0.0004
2013/5/24,-0.0006,0.0016,0.0009
2013/5/28,0.0077,0.0064,0.0023
2013/5/29,-0.007,-0.0036,0.0059
2013/5/30,0.005,0.0032,0.005
2013/5/31,-0.0131,0.0052,-0.0027
2013/6/3,0.0048,0.0014,0.0005
2013/6/4,-0.0055,-0.003,-0.0015
2013/6/5,-0.0138,0.0006,-0.0024
2013/6/6,0.0089,0.0016,0.0021
2013/6/7,0.013,-0.0048,0.0005
2013/6/10,0.0007,0.0066,0.0021
2013/6/11,-0.0104,0.0001,-0.0057
2013/6/12,-0.0082,0,-0.0005
2013/6/13,0.0147,0.0009,0.0033
2013/6/14,-0.0059,-0.0024,-0.0056
2013/6/17,0.0074,-0.0011,0.0007
2013/6/18,0.008,0.0038,-0.0007
2013/6/19,-0.0128,0.0015,0.0014
2013/6/20,-0.0245,-0.0002,0.0037
2013/6/21,0.0013,0.0019,-0.0009
2013/6/24,-0.0119,0.0009,-0.0068
2013/6/25,0.0096,0,0.0083
2013/6/26,0.0092,-0.0074,-0.0015
2013/6/27,0.0077,0.0083,0.0038
2013/6/28,-0.0033,0.0031,-0.0013
2013/7/1,0.0071,0.0081,-0.0009
2013/7/2,-0.001,0.0001,0.0006
2013/7/3,0.0011,0.002,-0.0023
2013/7/5,0.0111,0.0035,0.0047
2013/7/8,0.0053,-0.0018,0.0005
2013/7/9,0.0074,0.0004,0.003
2013/7/10,0.0006,0.0036,-0.0036
2013/7/11,0.0132,-0.001,-0.0066
2013/7/12,0.0033,-0.0002,0.0021
2013/7/15,0.002,0.005,0.0032
2013/7/16,-0.0041,0.0003,0.0009
2013/7/17,0.003,-0.0004,0.002
2013/7/18,0.0054,0.0002,0.0095
2013/7/19,0.0009,-0.0011,0.0028
2013/7/22,0.0022,0.0009,0.0033
2013/7/23,-0.0015,0.0006,0.0027
2013/7/24,-0.0039,-0.0027,-0.0027
2013/7/25,0.0042,0.0061,-0.004
2013/7/26,0.0002,-0.0064,-0.0029
2013/7/29,-0.0037,-0.003,-0.0032
2013/7/30,0.0012,0.0019,-0.0049
2013/7/31,0.0009,0.0014,0.0014
2013/8/1,0.014,0.0005,0.0009
2013/8/2,0.002,-0.0021,-0.0032
2013/8/5,-0.0007,0.005,-0.0014
2013/8/6,-0.0068,-0.0032,-0.001
2013/8/7,-0.0042,-0.0034,-0.0001
2013/8/8,0.0047,0,0.0003
2013/8/9,-0.0029,0.0012,-0.002
2013/8/12,-0.0002,0.0057,-0.0022
2013/8/13,0.002,-0.0029,-0.0004
2013/8/14,-0.005,0.0014,0.0028
2013/8/15,-0.0147,-0.0037,0.0029
2013/8/16,-0.0026,0.0004,0.0013
2013/8/19,-0.0062,-0.0018,-0.0074
2013/8/20,0.0053,0.0085,0.0008
2013/8/21,-0.0059,-0.0003,-0.0042
2013/8/22,0.0093,0.0051,0.0007
2013/8/23,0.0038,-0.0022,-0.0015
2013/8/26,-0.0029,0.0051,-0.0048
2013/8/27,-0.0175,-0.0072,-0.0036
2013/8/28,0.003,0.001,0.0009
2013/8/29,0.0034,0.0079,-0.0041
2013/8/30,-0.0047,-0.0113,-0.0021
2013/9/3,0.0046,0.0003,0.0016
2013/9/4,0.0083,-0.0001,-0.0015
2013/9/5,0.0019,0.0017,0.004
2013/9/6,0,0.0004,0
2013/9/9,0.0109,0.0047,-0.0021
2013/9/10,0.008,0.0001,0.0021
2013/9/11,0.0028,-0.0023,0.0004
2013/9/12,-0.0032,-0.0022,-0.0037
2013/9/13,0.0029,0.0026,-0.0004
2013/9/16,0.0049,-0.0045,0.0039
2013/9/17,0.0054,0.0048,-0.0013
2013/9/18,0.011,-0.0018,-0.0047
2013/9/19,-0.0013,0.0016,-0.0061
2013/9/20,-0.0063,0.0053,0.0019
2013/9/23,-0.0045,0.0047,-0.0043
2013/9/24,-0.0013,0.0052,0.0003
2013/9/25,-0.0023,0.0002,0.0059
2013/9/26,0.0042,0.0021,-0.0074
2013/9/27,-0.0039,-0.0002,-0.0002
2013/9/30,-0.0049,0.0049,0.0005
2013/10/1,0.009,0.0041,-0.001
2013/10/2,-0.001,-0.0036,-0.0006
2013/10/3,-0.0088,-0.0019,0.0017
2013/10/4,0.0074,-0.0002,0.0009
2013/10/7,-0.0095,-0.0027,0
2013/10/8,-0.0135,-0.0047,0.0077
2013/10/9,-0.0005,-0.0044,0.0061
2013/10/10,0.0223,0.0016,-0.0002
2013/10/11,0.0071,0.0079,0
2013/10/14,0.0044,0.0022,-0.001
2013/10/15,-0.0073,-0.002,0.0003
2013/10/16,0.0137,-0.0032,0.0016
2013/10/17,0.007,0.0018,-0.0005
2013/10/18,0.0073,0.0027,0.0012
2013/10/21,-0.0002,-0.0011,0.0001
2013/10/22,0.005,-0.0026,0.0004
2013/10/23,-0.0051,0.0015,-0.003
2013/10/24,0.0042,0.0041,-0.0032
2013/10/25,0.0033,-0.0033,0.0007
2013/10/28,0.0009,-0.0004,0.0004
2013/10/29,0.0054,-0.0014,-0.0006
2013/10/30,-0.0061,-0.0078,0.005
2013/10/31,-0.0034,-0.0008,-0.0045
2013/11/1,0.002,-0.0068,0.0023
2013/11/4,0.0047,0.0077,-0.0004
2013/11/5,-0.0023,0,-0.0024
2013/11/6,0.0027,-0.0082,0.0033
2013/11/7,-0.0146,-0.0035,0.0016
2013/11/8,0.0145,0.0051,0.0045
2013/11/11,0.0012,0.0001,-0.0013
2013/11/12,-0.0019,0.0038,-0.007
2013/11/13,0.009,0.0009,-0.0012
2013/11/14,0.0043,-0.0057,0.003
2013/11/15,0.0043,0.0007,-0.003
2013/11/18,-0.005,-0.0046,0.0046
2013/11/19,-0.0027,-0.0032,0.0025
2013/11/20,-0.0033,0.0025,0.0002
2013/11/21,0.0097,0.0078,-0.0003
2013/11/22,0.005,-0.0008,0.0011
2013/11/25,-0.0011,0.0014,0.0016
2013/11/26,0.0018,0.0084,-0.0043
2013/11/27,0.003,0.0034,-0.0004
2013/11/29,-0.0002,0.0028,-0.0016
2013/12/2,-0.0031,-0.0097,0.0016
2013/12/3,-0.0034,-0.0008,-0.0009
2013/12/4,-0.0007,-0.0022,0.0027
2013/12/5,-0.0035,0.0069,-0.0064
2013/12/6,0.0102,-0.0028,0.0019
2013/12/9,0.0017,-0.0043,0.0002
2013/12/10,-0.0034,-0.0058,0.0025
2013/12/11,-0.0117,-0.0035,0.0005
2013/12/12,-0.0023,0.0036,0.0024
2013/12/13,0.001,0.0024,0
2013/12/16,0.0067,0.0059,-0.0013
2013/12/17,-0.0026,0.0017,-0.0013
2013/12/18,0.0155,-0.0049,0.0006
2013/12/19,-0.001,-0.0056,0.0023
2013/12/20,0.0069,0.013,-0.0031
2013/12/23,0.0062,0.0049,0
2013/12/24,0.0034,0.001,0.0009
2013/12/26,0.0044,-0.0031,-0.0031
2013/12/27,-0.0005,-0.0006,0.0024
2013/12/30,0,0.0003,-0.003
2013/12/31,0.0044,-0.0018,0.0008
2014/1/2,-0.0088,-0.0028,0.0016
2014/1/3,0.0003,0.0037,0.0004
2014/1/6,-0.0034,-0.0058,0.0028
2014/1/7,0.0068,0.0039,-0.0039
2014/1/8,0.0004,0.0001,-0.0011
2014/1/9,0.0002,0.002,-0.0042
2014/1/10,0.0027,0.0055,-0.0082
2014/1/13,-0.0132,-0.0007,0.0012
2014/1/14,0.0115,0.0016,-0.0032
2014/1/15,0.0053,0.0022,0.0021
2014/1/16,-0.0007,0.0031,-0.007
2014/1/17,-0.0039,0.0003,0.0003
2014/1/21,0.003,0.0046,0
2014/1/22,0.0015,0.0027,0.0021
2014/1/23,-0.0086,0.0017,-0.0054
2014/1/24,-0.0219,-0.0038,0.0017
2014/1/27,-0.0065,-0.0085,0.004
2014/1/28,0.0073,0.0016,0.0005
2014/1/29,-0.0107,-0.004,0.0023
2014/1/30,0.0122,0.003,-0.0038
2014/1/31,-0.0066,-0.0008,-0.0032
2014/2/3,-0.0249,-0.0087,0.0027
2014/2/4,0.0077,-0.0004,-0.0005
2014/2/5,-0.0023,-0.0061,0.0021
2014/2/6,0.0121,-0.005,0.0025
2014/2/7,0.0133,-0.0017,-0.0063
2014/2/10,0.0016,0.0013,-0.0047
2014/2/11,0.0109,-0.002,0.0025
2014/2/12,0.0011,0.0025,-0.0006
2014/2/13,0.0072,0.0072,-0.0007
2014/2/14,0.0042,-0.0036,0.0038
2014/2/18,0.0027,0.0097,-0.0023
2014/2/19,-0.0074,-0.0027,-0.0044
2014/2/20,0.007,0.0055,-0.002
2014/2/21,-0.0009,0.0034,-0.0005
2014/2/24,0.0065,0.0018,0.0032
2014/2/25,-0.001,0.0013,-0.006
2014/2/26,0.0012,0.0067,-0.001
2014/2/27,0.0054,0.0015,0.0002
2014/2/28,0.0015,-0.0073,0.0082
2014/3/3,-0.007,0.0008,0.0014
2014/3/4,0.0167,0.0111,-0.0015
2014/3/5,0.0001,-0.0028,0.003
2014/3/6,0.0016,-0.0033,0.0077
2014/3/7,0.0004,-0.0011,0.0054
2014/3/10,-0.0009,-0.001,0.0007
2014/3/11,-0.0062,-0.0053,-0.002
2014/3/12,0.0013,0.003,-0.0018
2014/3/13,-0.0121,-0.001,0.0022
2014/3/14,-0.0016,0.007,-0.0007
2014/3/17,0.009,-0.0037,0.0002
2014/3/18,0.0082,0.0074,-0.0039
2014/3/19,-0.0059,-0.0018,0.0062
2014/3/20,0.0052,-0.0049,0.0099
2014/3/21,-0.0037,-0.0028,0.0088
2014/3/24,-0.0064,-0.0089,0.009
2014/3/25,0.003,-0.0035,0.0013
2014/3/26,-0.0089,-0.0117,0.0025
2014/3/27,-0.0019,-0.001,-0.0033
2014/3/28,0.0041,-0.0044,0.0055
2014/3/31,0.0097,0.0099,-0.0018
2014/4/1,0.0087,0.0073,-0.0038
2014/4/2,0.0029,0.0005,0.0013
2014/4/3,-0.0031,-0.0089,0.008
2014/4/4,-0.0147,-0.0113,0.0068
2014/4/7,-0.0126,-0.0029,-0.0005
2014/4/8,0.005,0.003,-0.002
2014/4/9,0.0121,0.0033,-0.0088
2014/4/10,-0.0224,-0.007,0.0079
2014/4/11,-0.0107,-0.004,0.0025
2014/4/14,0.007,-0.0051,0.0021
2014/4/15,0.0059,-0.0038,0.002
2014/4/16,0.0113,0.0003,-0.0038
2014/4/17,0.0023,0.0033,0.0021
2014/4/21,0.0036,0.0021,-0.0043
2014/4/22,0.0058,0.0072,-0.0035
2014/4/23,-0.0031,-0.0064,0.0089
2014/4/24,0.0008,-0.0041,-0.0019
2014/4/25,-0.0105,-0.0094,0.0056
2014/4/28,0.0011,-0.0063,-0.0058
2014/4/29,0.0056,-0.0023,-0.0013
2014/4/30,0.0035,0.0024,-0.0004
2014/5/1,0.0004,-0.0016,-0.0018
2014/5/2,-0.0007,0.002,0.0043
2014/5/5,0.0013,-0.0028,-0.0055
2014/5/6,-0.0103,-0.0053,0.0013
2014/5/7,0.0045,-0.0085,0.0112
2014/5/8,-0.0026,-0.0101,0.0038
2014/5/9,0.0025,0.007,-0.0036
2014/5/12,0.012,0.0139,-0.0025
2014/5/13,-0.0005,-0.0106,0.0023
2014/5/14,-0.006,-0.0109,-0.0046
2014/5/15,-0.009,0.0034,-0.0027
2014/5/16,0.0036,0.0027,-0.0043
2014/5/19,0.005,0.0062,0.0006
2014/5/20,-0.0078,-0.0082,0.0023
2014/5/21,0.0081,-0.0027,0.0009
2014/5/22,0.0036,0.0063,-0.0025
2014/5/23,0.0049,0.0061,-0.0022
2014/5/27,0.0069,0.0069,-0.0017
2014/5/28,-0.0011,-0.0031,0.0022
2014/5/29,0.0054,-0.002,-0.0011
2014/5/30,0.0006,-0.0068,0.0025
2014/6/2,0.0006,-0.0069,0.0038
2014/6/3,-0.0005,-0.0026,0.0019
2014/6/4,0.0028,0.0023,-0.0008
2014/6/5,0.0077,0.0129,-0.0018
2014/6/6,0.0054,0.0049,-0.0001
2014/6/9,0.0022,0.0101,-0.0031
2014/6/10,-0.0003,-0.0018,-0.0004
2014/6/11,-0.0034,-0.0014,-0.0025
2014/6/12,-0.0068,0.0011,0.0017
2014/6/13,0.0031,-0.0006,-0.0018
2014/6/16,0.0013,0.0047,-0.007
2014/6/17,0.0034,0.0054,0.0046
2014/6/18,0.0075,-0.0027,-0.0009
2014/6/19,0.0012,-0.0015,-0.0002
2014/6/20,0.0018,0.0018,0.0006
2014/6/23,-0.0001,-0.0025,0.001
2014/6/24,-0.0072,-0.0034,-0.0024
2014/6/25,0.0053,0.0035,0.0015
2014/6/26,-0.0011,-0.0008,0.0003
2014/6/27,0.0026,0.0048,-0.0022
2014/6/30,0.0007,0.0026,0.0017
2014/7/1,0.0074,0.0049,-0.0038
2014/7/2,-0.0003,-0.0046,-0.0019
2014/7/3,0.0059,0.0021,0.001
2014/7/7,-0.0062,-0.0127,0.0034
2014/7/8,-0.0082,-0.0068,0.0072
2014/7/9,0.0046,-0.0039,-0.0012
2014/7/10,-0.0049,-0.0058,-0.0001
2014/7/11,0.0012,-0.0021,-0.0039
2014/7/14,0.0046,0.0001,-0.0014
2014/7/15,-0.0032,-0.0096,0.0102
2014/7/16,0.0032,-0.0063,0.0035
2014/7/17,-0.0121,-0.004,0.0019
2014/7/18,0.0112,0.005,-0.0046
2014/7/21,-0.0025,-0.0024,0.0005
2014/7/22,0.0053,0.0025,-0.0031
2014/7/23,0.0019,0.0015,-0.0075
2014/7/24,0.0005,-0.0028,0.0001
2014/7/25,-0.0053,-0.0036,0.0015
2014/7/28,-0.0008,-0.0047,0.0027
2014/7/29,-0.0033,0.0072,-0.0068
2014/7/30,0.0012,0.0044,-0.003
2014/7/31,-0.0203,-0.0021,0.0049
2014/8/1,-0.0032,-0.0019,-0.0005
2014/8/4,0.0074,0.0001,-0.0021
2014/8/5,-0.0084,0.0079,-0.0018
2014/8/6,0.0002,0.0038,0.0019
2014/8/7,-0.0052,-0.0004,-0.0013
2014/8/8,0.0113,-0.0021,-0.0016
2014/8/11,0.004,0.0059,-0.0028
2014/8/12,-0.0023,-0.006,0.0027
2014/8/13,0.0069,-0.0009,-0.0023
2014/8/14,0.0044,-0.0024,0.0002
2014/8/15,0,-0.0015,-0.0012
2014/8/18,0.0093,0.006,-0.0019
2014/8/19,0.0049,-0.0013,-0.0008
2014/8/20,0.0019,-0.0065,0.0028
2014/8/21,0.0028,-0.0014,0.008
2014/8/22,-0.001,0.0031,-0.0036
2014/8/25,0.005,-0.0023,0.0004
2014/8/26,0.0019,0.0071,-0.0033
2014/8/27,0,-0.0023,0.0014
2014/8/28,-0.0019,-0.0042,0.001
2014/8/29,0.0039,0.0028,0.0009
2014/9/2,0.0006,0.0047,-0.0009
2014/9/3,-0.0014,-0.0055,0.0023
2014/9/4,-0.0017,-0.0015,-0.0016
2014/9/5,0.0045,-0.0026,-0.0005
2014/9/8,-0.0022,0.0053,-0.0044
2014/9/9,-0.0072,-0.0042,0
2014/9/10,0.0045,0.0022,-0.0041
2014/9/11,0.0019,0.0048,0.002
2014/9/12,-0.0055,-0.0023,0.0011
2014/9/15,-0.0028,-0.0107,0.0064
2014/9/16,0.007,-0.004,-0.0011
2014/9/17,0.0017,0.0009,-0.0021
2014/9/18,0.005,0.0002,0
2014/9/19,-0.0018,-0.0096,0.0002
2014/9/22,-0.0097,-0.0056,0.0009
2014/9/23,-0.0062,-0.0031,-0.0004
2014/9/24,0.0081,0.001,-0.0093
2014/9/25,-0.0162,0.0008,0.0013
2014/9/26,0.0085,-0.0003,-0.0024
2014/9/29,-0.0022,0.0018,-0.0044
2014/9/30,-0.004,-0.01,0.0011
2014/10/1,-0.0139,-0.0014,0.003
2014/10/2,0.0015,0.0102,-0.0038
2014/10/3,0.0108,-0.0038,-0.0043
2014/10/6,-0.0026,-0.0078,0.0037
2014/10/7,-0.0156,-0.0012,0.0012
2014/10/8,0.017,0.0003,-0.0006
2014/10/9,-0.0217,-0.0041,-0.0042
2014/10/10,-0.013,-0.0015,0.0051
2014/10/13,-0.0159,0.0135,0.0049
2014/10/14,0.0028,0.0086,-0.0012
2014/10/15,-0.0053,0.0182,-0.0133
2014/10/16,0.0022,0.0107,0.0024
2014/10/17,0.0114,-0.0157,-0.0009
2014/10/20,0.0094,0.0021,-0.0033
2014/10/21,0.0198,-0.0043,0.0006
2014/10/22,-0.0085,-0.0056,0.0018
2014/10/23,0.0129,0.0052,-0.0044
2014/10/24,0.0066,-0.0046,-0.0012
